0	0
0.01	0.0001
0.02	0.0002
0.03	0.0015
0.04	0.0011
0.05	0.0028
0.06	0.0042
0.07	0.0054
0.08	0.0078
0.09	0.0133
0.1	0.0181
0.11	0.0225
0.12	0.0337
0.13	0.0425
0.14	0.0588
0.15	0.0896
0.16	0.1236
0.17	0.165
0.18	0.2839
0.19	0.358
0.2	0.447
0.21	0.6481
0.22	0.7032
0.23	0.8065
0.24	0.8918
0.25	0.9172
0.26	0.9475
0.27	0.9747
0.28	0.9849
0.29	0.9911
0.3	0.9934
0.31	0.9967
0.32	0.9982
0.33	0.9982
0.34	0.9999
0.35	0.9997
0.36	0.9988
0.37	0.9996
0.38	0.9999
0.39	0.9998
0.4	0.9999
0.41	1
0.42	1
0.43	1
0.44	1
0.45	0.9998
0.46	1
0.47	1
0.48	1
0.49	1
0.5	1
0.51	1
0.52	1
0.53	1
0.54	1
0.55	1
0.56	1
0.57	1
0.58	1
0.59	1
0.6	1
0.61	1
0.62	1
0.63	1
0.64	1
0.65	1
0.66	1
0.67	1
0.68	1
0.69	1
0.7	1
0.71	1
0.72	1
0.73	1
0.74	1
0.75	1
0.76	1
0.77	1
0.78	1
0.79	1
0.8	1
0.81	1
0.820000000000001	1
0.830000000000001	1
0.840000000000001	1
0.850000000000001	1
0.860000000000001	1
0.870000000000001	1
0.880000000000001	1
0.890000000000001	1
0.900000000000001	1
0.910000000000001	1
0.920000000000001	1
0.930000000000001	1
0.940000000000001	1
0.950000000000001	1
0.960000000000001	1
0.970000000000001	1
0.980000000000001	1
0.990000000000001	1
